new
0,0
0.000287922,197
0.0111963,197.2
0.0221049,197.2
0.0330133,197.2
0.0439216,197.4
0.0548302,197.4
0.0657386,197.6
0.076647,197.8
0.0875553,198
0.0984639,198
0.109372,198.4
0.120281,198.4
0.131189,198.6
0.19664,97.6
0.207548,96.4
0.218457,96.4
0.229365,96.4
0.240274,96.8
0.26209,205.2
0.272999,205.2
0.283907,206
0.294816,206.8
0.305724,207.2
0.316633,207.6
0.327541,208.4
0.338449,209.2
0.349358,210.8
0.360266,212.4
0.425717,196
0.436625,192
0.447534,188
0.458442,183.6
0.469351,180
0.480259,176.6
0.491168,173
0.502076,169.6
0.512984,166.2
0.523893,163.2
0.534801,160.4
0.54571,157.6
0.556618,155
0.567527,152.4
0.578435,150
0.589343,147.8
0.600252,145.4
0.61116,143.2
0.622069,141.2
0.632977,139
0.643886,137
0.654794,135.2
0.665703,133.4
0.676611,131.6
0.687519,130
0.698428,128
0.709336,126.4
0.720245,125
0.731153,123.2
0.742062,121.8
0.75297,120.6
0.763879,119.2
0.774787,118
0.785695,116.6
0.796604,115.4
0.807512,114.2
0.818421,113
0.829329,112
0.840238,110.8
0.851146,109.8
0.862055,108.8
0.872963,107.8
0.883871,106.8
0.89478,105.8
0.905688,105
0.916597,104
0.927505,103.2
0.938414,102.4
0.949322,101.6
0.960231,101
0.971139,100
0.982047,99.2
0.992956,98.6
1.00386,98
1.01477,97.2
1.02568,96.6
1.03659,96
1.0475,95.4
1.05841,94.8
1.06931,94.4
1.08022,93.8
1.09113,93.2
1.10204,92.6
1.11295,92.2
1.12386,91.6
1.13477,91.2
1.14567,90.6
1.15658,90.2
1.16749,89.8
1.1784,89.4
1.18931,89
1.20022,88.6
1.21112,88.2
1.22203,87.8
1.23294,87.4
1.24385,87.2
1.25476,87
1.26567,86.6
1.27657,86.4
1.28748,86
1.29839,85.8
1.3093,85.4
1.32021,85.2
1.33112,85
1.34203,84.8
1.35293,84.6
1.36384,84.4
1.37475,84.2
1.38566,84
1.39657,83.8
1.40748,83.8
1.41838,83.6
1.42929,83.4
1.4402,83.4
1.45111,83.2
1.46202,83
1.47293,83
1.48384,82.8
1.49474,82.8
1.50565,83
1.51656,82.8
1.52747,82.8
1.53838,82.8
1.54929,82.8
1.56019,82.6
1.5711,82.6
1.58201,82.6
1.59292,82.6
1.60383,82.6
1.61474,82.6
1.62565,82.6
1.63655,82.8
1.64746,82.8
1.65837,82.8
1.66928,83
1.68019,83
1.6911,83.2
1.702,83.4
1.71291,83.4
1.72382,83.4
1.73473,83.6
