new
0,0
-8.74228e-08,194.6
0.00582305,194.6
0.0116462,194.6
0.0174693,194.6
0.0232925,194.6
0.0291156,195
0.034939,195
0.0407621,195
0.0465852,195
0.0524084,195
0.0582315,195.4
0.0640546,195.4
0.0698778,195.4
0.0757009,195.8
0.081524,195.8
0.0873472,196.2
0.0931703,196.2
0.0989935,196.2
0.104817,196.2
0.11064,196.4
0.116463,196.8
0.122286,196.8
0.128109,197
0.133933,197
0.139756,197.4
0.145579,197.4
0.151402,197.6
0.157225,197.6
0.163048,197.6
0.168872,197.8
0.174695,197.8
0.180518,198.2
0.186341,198.6
0.192164,198.6
0.197987,199.2
0.20381,199.2
0.209633,199.6
0.215457,200
0.22128,200
0.227103,200.8
0.232926,200.8
0.238749,201.2
0.244573,201.8
0.250396,201.8
0.256219,202.2
0.262042,202.2
0.267865,202.6
0.273688,202.6
0.279511,203.2
0.285334,204
0.291158,204
0.296981,204.8
0.302804,204.8
0.308627,205.6
0.31445,205.6
0.320274,206
0.326097,206.4
0.33192,206.4
0.337743,207.2
0.343566,207.2
0.349389,208
0.355212,210
0.361035,210
0.407621,194.2
0.413444,194.2
0.419267,194.2
0.42509,190.2
0.430914,190.2
0.436737,190.2
0.44256,186.8
0.448383,186.8
0.454206,183.2
0.460029,183.2
0.465852,179.8
0.471676,176.6
0.477499,176.6
0.483322,173.4
0.489145,170.2
0.494968,170.2
0.500791,167.4
0.506615,167.4
0.512438,165
0.518261,165
0.524084,162.2
0.529907,159.6
0.53573,159.6
0.541553,157.2
0.547377,154.6
0.5532,154.6
0.559023,152.4
0.564846,152.4
0.570669,150.2
0.576492,148
0.582316,148
0.588139,145.8
0.593962,145.8
0.599785,144
0.605608,142
0.611431,142
0.617254,140.2
0.623078,140.2
0.628901,138.4
0.634724,136.6
0.640547,136.6
0.64637,135
0.652193,135
0.658017,133.4
0.66384,131.6
0.669663,131.6
0.675486,130
0.681309,130
0.687132,128.6
0.692956,127.2
0.698779,127.2
0.704602,125.8
0.710425,125.8
0.716248,124.4
0.722071,123
0.727894,123
0.733718,121.4
0.739541,120.2
0.745364,120.2
0.751187,119.2
0.75701,119.2
0.762833,118
0.768656,118
0.77448,116.8
0.780303,115.4
0.786126,115.4
0.791949,114.2
0.797772,113.2
0.803595,113.2
0.809419,112.2
0.815242,112.2
0.821065,111.2
0.826888,110
0.832711,110
0.838535,109.2
0.844358,109.2
0.850181,108.2
0.856004,107.4
0.861827,107.4
0.86765,106.6
0.873473,106.6
0.879296,105.8
0.88512,105
0.890943,105
0.896766,104.2
0.902589,104.2
0.908412,103.4
0.914236,102.6
0.920059,102.6
0.925882,102
0.931705,102
0.937528,101.2
0.943351,100.6
0.949174,100.6
0.954998,100
0.960821,100
0.966644,99.2
0.972467,98.6
0.97829,98.6
0.984113,98
0.989937,98
0.99576,97.4
1.00158,96.8
1.00741,96.8
1.01323,96.2
1.01905,96.2
1.02488,95.6
1.0307,95.2
1.03652,95.2
1.04234,94.6
1.04817,94.6
1.05399,94
1.05981,93.6
1.06564,93.6
1.07146,93.2
1.07728,93.2
1.08311,92.6
1.08893,92.2
1.09475,92.2
1.10058,91.6
1.1064,91.6
1.11222,91.2
1.11805,91
1.12387,91
1.12969,90.6
1.13552,90.6
1.14134,90
1.14716,89.8
1.15298,89.8
1.15881,89.4
1.16463,89.4
1.17045,89
1.17628,88.8
1.1821,88.8
1.18792,88.4
1.19375,88.4
1.19957,88
1.20539,87.6
1.21122,87.6
1.21704,87.4
1.22286,87.4
1.22869,87
1.23451,86.6
1.24033,86.6
1.24616,86.4
1.25198,86.4
1.2578,86.2
1.26362,86
1.26945,86
1.27527,85.8
1.28109,85.8
1.28692,85.4
1.29274,85.4
1.29856,85.4
1.30439,85
1.31021,85
1.31603,85
1.32186,85
1.32768,84.6
1.3335,84.4
1.33933,84.4
1.34515,84.4
1.35097,84.4
1.3568,84.2
1.36262,84
1.36844,84
1.37426,83.8
1.38009,83.8
1.38591,83.6
1.39173,83.6
1.39756,83.6
1.40338,83.4
1.4092,83.4
1.41503,83.4
1.42085,83.2
1.42667,83.2
1.4325,83.2
1.43832,83.2
1.44414,83
1.44997,83
1.45579,83
1.46161,82.8
1.46744,82.8
1.47326,82.8
1.47908,82.8
1.4849,82.8
1.49073,82.8
1.49655,82.8
1.50237,82.6
1.5082,82.6
1.51402,82.6
1.51984,82.6
1.52567,82.6
1.53149,82.6
1.53731,82.6
1.54314,82.6
1.54896,82.6
1.55478,82.6
