new
0,0
-8.74228e-08,194.8
0.00582305,194.8
0.0116462,194.4
0.0174693,194.4
0.0232925,194.4
0.0291156,194.8
0.034939,194.8
0.0407621,194.8
0.0465852,194.8
0.0524084,194.6
0.0582315,195
0.0640546,195
0.0698778,195.2
0.0757009,195.2
0.081524,195.2
0.0873472,195.6
0.0931703,195.6
0.0989935,195.8
0.104817,195.8
0.11064,195.8
0.116463,195.8
0.122286,196
0.128109,196.4
0.133933,196.4
0.139756,196.6
0.145579,196.8
0.151402,196.8
0.157225,197
0.163048,197.2
0.168872,197.2
0.174695,197.6
0.180518,197.6
0.186341,197.8
0.192164,197.8
0.197987,198.2
0.20381,198.6
0.209633,198.6
0.215457,199
0.22128,199
0.227103,199.6
0.232926,200
0.238749,200
0.244573,200.6
0.250396,200.6
0.256219,200.8
0.262042,200.8
0.267865,201.4
0.273688,202
0.279511,202
0.285334,202.4
0.291158,202.4
0.296981,202.8
0.302804,203.6
0.308627,203.6
0.31445,204.6
0.320274,204.6
0.326097,205.2
0.33192,205.2
0.337743,206
0.343566,206.8
0.349389,206.8
0.355212,207.2
0.361035,207.2
0.366859,207.6
0.372682,209.6
0.378505,209.6
0.413444,194
0.419267,194
0.42509,194
0.448383,190
0.454206,190
0.460029,190
0.465852,186.2
0.471676,182.6
0.477499,182.6
0.483322,179.2
0.489145,179.2
0.494968,176
0.500791,172.8
0.506615,172.8
0.512438,169.8
0.518261,167.4
0.524084,167.4
0.529907,164.6
0.53573,164.6
0.541553,161.6
0.547377,158.8
0.5532,158.8
0.559023,156.6
0.564846,156.6
0.570669,154.4
0.576492,154.4
0.582316,152
0.588139,149.6
0.593962,149.6
0.599785,147.4
0.605608,145.4
0.611431,145.4
0.617254,143.6
0.623078,143.6
0.628901,141.6
0.634724,139.6
0.640547,139.6
0.64637,138
0.652193,138
0.658017,136.4
0.66384,134.6
0.669663,134.6
0.675486,133
0.681309,133
0.687132,131.2
0.692956,129.8
0.698779,129.8
0.704602,128.4
0.710425,128.4
0.716248,127
0.722071,125.6
0.727894,125.6
0.733718,124
0.739541,124
0.745364,122.8
0.751187,121.4
0.75701,121.4
0.762833,120.2
0.768656,120.2
0.77448,119
0.780303,118
